site_ID,lat,lon,count_n,count_y,count_c,count_h,count_obs,frac_farmed,last_yr_y,first_yr_n,last_yr_farmed,smpl.yr,YSF,BD,MC60,WEPw,TP.ign,HCl.Pi,HCl.Po,LOI,Ox.P,Ox.Al,Ox.Fe,Ox.Mn,Ox.PSR,Ox.SPSC,sand,silt,clay,fines,Ox.PSC,Ox.DPS,Ox.P2Fe,WFPS,Ox.P2Al,Ox.Al2Fe,HCl.PSR,MM.P,MM.P.ICP,MM.K,MM.Mg,MM.Ca,MM.Al,MM.B,MM.Cu,MM.Fe,MM.Mn,MM.Na,MM.S,MM.Zn,IP2TP,FF,TP,Pi,Po,Pi2TP,study,OBJECTID,IDN,sample_date,project,Land_Use,LU_HSG,Transect,TPMD,TOP,Total_Inorganic,F__N,F__C,pH,TEXTURE,HSG,Al,Ca,Cu,Fe,K,Mg,Mn,Na,S,F39,F40,F41,F42,Value,Hydrogroup,HSG_2,sampledate,sample_yr
Za.1,43.74,-73.0572,8,1,0,0,9,0.111111111111111,1994,2003,1994,2018.53055555555,24.5305555555555,0.298769637996224,0.617466638486576,2.55244944017566,1482.5,512.068965517241,970.431034482758,0.218264604640082,758.4,2100,4740,94.1999999999999,0.15062443353325505,400.74349162410704,NA,NA,NA,NA,5035.039682539682,0.30124886706651,0.289032258064516,0.20792209927492,0.314543778801843,0.918893577121425,0.101701078403209,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3454090829795892,0.111111111111111,1482.5,512.068965517241,970.431034482759,0.3454090829795892,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QuH.2,43.788579999999996,-73.109195,4,5,0,0,9,0.555555555555555,2009,2011,2009,2018.657638888885,9.657638888888922,0.8425202444478099,0.2809515037071813,1.5382287032965,1093.6689056022738,474.5180342113299,619.1508713909461,0.1271555142124362,595.6255116700199,1870.5911339714467,2966.057203043559,176.66439688706083,0.15846971676319088,269.7866226184781,5.7,83.05,11.25,94.3,3789.64026952506,0.3169394335263811,0.36706417959320226,0.356463263364609,0.2791227521807794,1.315035805789659,0.13030687681944014,5.147762281354222,9.572618442144801,53.23978967965923,193.05681878660002,1948.7448635173723,23.27977869304801,0.20077030602818227,0.4413837551774529,14.917032949728236,17.35797953276054,19.610663920855977,18.501257201941304,0.7386442015552959,0.4332917170497669,0.555555555555555,1093.6689056022738,474.5180342113299,619.150871390944,0.4332917170497669,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCSP.2,43.91869,-73.175,8,1,0,0,9,0.111111111111111,1995,2003,1995,2019.51944444444,24.5194444444443,0.45644743224393547,0.5387066886530111,0.9785314921320694,1247.498710994912,381.04146601614593,866.4572449787638,0.2046167605572904,751.9112660614015,2450.7341212871684,2252.1975113679027,47.76784736152642,0.18499118295718459,182.9971586967771,2.96500000000001,82.0349999999999,15,97.035,4060.558036752287,0.3699823659143684,0.6052970558339246,0.334936634705196,0.2686168137365812,2.297009329947864,0.09045234930253909,5.658145953530148,14.188622894370443,105.07915517989733,174.99678252467191,2078.0962526726125,56.87584552493215,0.19300819597855848,0.6994172531724668,88.14914613476184,21.55141832046555,37.49296513521105,54.581160408939894,3.1757341643433903,0.30788771376326834,0.111111111111111,1247.498710994912,381.04146601614593,866.4572449787662,0.30788771376326834,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Goo.A,43.9579333333333,-73.1531194444445,0,10,0,0,10,1,2020,NA,2020,2021.44722222222,1.4472222222223,1.0111793130166666,0.2642656184430887,2.4274814175197,1225.4669032157753,887.0280723630038,338.43883085277616,0.1152791706293855,758.0816999899857,1331.7511113993987,4159.834602097623,265.0942004315254,0.19800605475863403,123.70328963311161,16.53333333333333,71.36666666666666,12.133333333333335,83.46666666666667,3831.8131556514995,0.39601210951726684,0.32936561137715503,0.437910177004981,0.4965791903876463,0.6636235480198316,0.23165933015592355,9.578466739293763,12.892381949680797,207.66782219768993,249.68155336131068,1539.4818021373703,15.633516679212716,0.3152970879375299,2.428971995147234,52.148547592173834,35.87349534623338,156.54355416206255,30.048601528470048,2.6257142648363554,0.7240713111826262,1,1225.4669032157753,887.0280723630038,338.43883085277145,0.7240713111826262,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ro.1,43.65,-73.0669,8,1,0,0,9,0.111111111111111,1994,2003,1994,2018.49166666666,24.4916666666665,0.610777094300353,0.43604675394228,0.365943253011373,297.499999999999,181.249999999999,116.249999999999,0.128019999825418,468.399999999999,1790,4866.66666666666,743.333333333333,0.09862645595779869,624.9463571944303,NA,NA,NA,NA,4749.2328042328,0.197252911915597,0.173864781263809,0.346096312870008,0.227911335375743,0.762861491628614,0.0381640588009202,1.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6092436974789903,0.111111111111111,297.499999999999,181.249999999999,116.24999999999997,0.6092436974789903,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WCG-F,44.984611,-72.386319,NA,NA,NA,NA,NA,0.75,NA,NA,2012,NA,3,NA,NA,NA,NA,NA,NA,0.044262468414626666,456,1474.4,4520,500.79999999999995,0.10870154725396917,509.7471166407634,26.366666666666664,62.5,11.1,NA,4194.972486772486,NA,NA,NA,NA,NA,NA,1.5733333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,807.4680333333334,582.3363471277412,225.13168620559222,0.7211881128269323,Perillo,19,48,20150706,USGS-VWRLSC-2014,Wetland,Wetland_B,Interior,807.4680333333334,225.13168620559222,582.3363471277412,0.196403462,2.5674285623333333,6.023333333333333,Silt loam,B,18605.286666666667,4629.572666666667,25.091993333333335,25628.983333333337,2531.346666666667,8253.843666666668,930.6178,234.30343333333334,376.34116666666665,NA,NA,NA,NA,5,B/D,D,2015-07-06,2015
De.Fa,43.78133,-73.09914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LC.4,44.29478,-73.1744,7,2,0,0,9,0.222222222222222,2003,2006,2003,2019.51944444444,16.5194444444443,0.7412378973816243,0.3824583342389341,0.10786851858982353,725.3102792055153,263.7511636429186,461.5591155625963,0.15390817741973284,270.60783040817137,2159.0005680138393,2562.8409475741437,51.25976999431805,0.07081225536755278,623.8294760329048,15.4849999999999,49.515,35,84.5150000000001,3897.5680285658623,0.14162451073510499,0.19748054775587953,0.42435438762073174,0.11066970567891929,1.7792289736959161,0.0683427274424928,2.6816669203344343,5.822375243294185,114.17406261244892,824.424368825663,2921.585365133018,11.399430333400353,0.2960621039379627,2.62576239957025,7.81743472756574,12.810575074260697,14.227660667505958,14.978530038473316,3.6645670469332394,0.3629988540751823,0.222222222222222,725.3102792055153,263.7511636429186,461.5591155625966,0.3629988540751823,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM.1,44.50308,-73.21289,0,13,0,0,13,1,2020,NA,2020,2019.58333333333,0,0.933071353743757,0.169306389950846,11.5359749999999,1316.8557,972.916956521739,343.938743478261,0.0353440150801127,659.031291599121,636.084986280545,2291.44150085772,249.066710414109,0.3297140769332941,-198.87766431524275,NA,NA,NA,NA,1998.796344180514,0.659428153866588,0.519545508457145,0.243827021265809,0.902387272595916,0.575745607495724,0.48675141884984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7388181989277481,1,1316.8557,972.916956521739,343.938743478261,0.7388181989277481,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC.0,44.56899,-73.16,7,3,0,0,10,0.3,2004,2006,2004,2019.58333333333,15.5833333333332,0.18593114492745,0.776788658094296,0.10782,1185.7551,454.68110738255,731.073992617449,0.239591516103691,414.817566976867,792.523053948492,2848.86758620763,118.601404356574,0.16679532480445766,157.72472191225583,NA,NA,NA,NA,2486.9855762634716,0.333590649608915,0.26303358799609,0.155327393271636,0.455876605513225,0.576984176891392,0.182824183510415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3834527950860595,0.3,1185.7551,454.68110738255,731.0739926174501,0.3834527950860595,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM.0,44.50328,-73.2125,0,13,0,0,13,1,2020,NA,2020,2019.58333333333,0,0.892547465162902,0.14496805111821,8.723475,995.265,1016.24074850299,-20.9757485029938,0.0361031518624655,555.659191658949,593.223789991449,1921.11362901913,191.336835193499,0.31850555631145117,-154.02951722730597,NA,NA,NA,NA,1744.5824119802694,0.637011112622901,0.522494571812135,0.195103873119947,0.815815615641218,0.640456693638382,0.582512320154288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.021075541190527,1,995.265,985.3123499999999,9.952650000000062,0.99,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De.2,43.78,-73.0961,2,7,0,0,9,0.777777777777777,2018,1993,2018,2018.53055555555,0.530555555555565,0.994585151624572,0.233553085849683,0.384052364823005,897.5,486.25,411.25,0.0641857928719198,357.8,761.333333333333,3573.33333333333,193.333333333333,0.1254462011070933,298.82456411810267,NA,NA,NA,NA,2852.2186948853596,0.250892402214186,0.180881078478574,0.371848992145327,0.409324331958646,0.441901603095633,0.170481317183689,6.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.541782729805014,0.777777777777777,897.5,486.25,411.25,0.541782729805014,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCSP.0,43.919670000000004,-73.1758,8,1,0,0,9,0.111111111111111,1995,2003,1995,2019.51944444444,24.5194444444443,0.2704759205438087,0.6471791266134199,0.5815756596508235,1242.109722644956,305.08535211814956,937.0243705268048,0.32709633171386654,543.6579747231738,2051.2022291256835,1738.9262235138976,47.25735132583627,0.16321706573864478,217.044213449652,1.45499999999998,87.295,11.25,98.04500000000002,3317.7039145789145,0.32643413147728817,0.5989481113537392,0.2525349568265596,0.22870726550166492,2.6284701825817676,0.09654477181238155,6.6456183035765,16.34954651140749,126.91381964883197,280.26996103438955,2778.198877804771,44.351737160544346,0.27157376178337744,0.4143118812613114,39.867173313364816,22.169675710698872,59.4239009131003,65.5414033843587,3.1611247436335805,0.24548713890509014,0.111111111111111,1242.109722644956,305.08535211814956,937.0243705268063,0.24548713890509014,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HLB-F,44.907006,-72.663636,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,0,NA,NA,NA,NA,NA,NA,0.05992948610236,824.8000000000001,3046.4000000000005,6576,204.88,0.11555050586961749,818.478240354791,30.099999999999998,62.666666666666664,7.233333333333333,NA,7138.004232804234,NA,NA,NA,NA,NA,NA,3.0796666666666668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1198.604,945.4358896054704,395.4023125979108,0.7887808564008383,Perillo,35,33,20150619,USGS-VWRLSC-2014,Hay,Hay_C,Interior,1198.604,395.4023125979108,945.4358896054704,0.3014640343333333,3.476188289,5.373333333333334,Silt loam,C,23420.226666666666,4587.813333333333,20.433333333333334,26548.350000000002,2975.36,7158.079999999999,704.0566666666667,387.71999999999997,560.59,NA,NA,NA,NA,5,B/D,D,2015-06-19,2015
CCR-F,44.906597,-73.042367,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,0,NA,NA,NA,NA,NA,NA,0.03883089076870667,926,2390,3056,178.29999999999998,0.20875657828818986,95.18663042535555,69.66666666666667,23.2,7.1000000000000005,NA,4435.78835978836,NA,NA,NA,NA,NA,NA,22.703333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1107.0365213333334,828.1739643131931,86.74730963613241,0.7480999482435561,Perillo,1,1,20150805,USGS-VWRLSC-2014,Corn,Corn_A,Interior,1107.0365213333334,86.74730963613241,828.1739643131931,0.18911886533333333,2.2523718543333335,6.6000000000000005,Sandy loam,A,10073.03039,6292.878879,30.81074648666667,13677.291896666668,1368.4423473333334,3179.7874506666667,340.1124777333333,188.59972213333333,335.51511913333337,NA,NA,NA,NA,7,A,A,2015-08-05,2015
DM.2,44.5027,-73.21175,0,13,0,0,13,1,2020,NA,2020,2019.58333333333,0,0.9428038324890069,0.13514069875426882,13.528444877776185,1508.5153684684906,1214.679877653198,293.8354908152857,0.03946945540121927,846.9878588607737,636.1514753904904,2374.1512617357903,241.9047901144151,0.41513008597695744,-376.7445651933945,53.3299999999999,40.42,6.25,46.6700000000001,2044.658444015045,0.8302601719539138,0.6461899631450382,0.1996856027794343,1.1618589998205884,0.5566321400912766,0.596777197791182,214.86428550172417,215.2640712210582,236.66207187574776,123.8205706463445,2455.385988438778,4.48900001115948,0.3697142862456895,0.40328571747413683,2.6208571412629316,11.070357146842673,17.93228552404314,33.0413565963083,2.9610000074396483,0.8072351127697077,1,1508.5153684684906,1214.679877653198,293.8354908152924,0.8072351127697077,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
